speed_um_s
11.1702757
241.304047
202.162964
208.27739
612.009277
144.957916
158.556961
137.790054
238.532196
169.908798
203.074142
214.253311
133.535767
197.645767
95.0799789
40.6210938
101.607048
82.7800903
206.308289
210.808685
13.1144876
203.481384
156.337143
74.7974091
243.317719
117.56868
616.848572
226.831757
226.958405
189.301819
207.166107
223.670166
93.3225403
139.786682
228.053818
156.595612
182.684143
188.937744
177.654343
187.558029
203.464294
189.002594
188.232773
3.79540944
206.27832
129.335632
89.5125961
95.6280746
150.83728
145.693649
138.161713
168.261673
4.47502422
191.848022
228.479782
166.359344
126.151138
204.759369
245.337997
181.838516
51.4046478
178.959885
196.068085
22.8394527
221.161255
198.175735
189.271759
212.291153
154.160416
197.649124
108.783905
234.653671
182.46875
74.6264801
225.998886
34.9053421
130.91394
109.549477
141.040848
205.597748
233.27533
17.1589603
70.8375626
54.5028229
117.222038
232.786713
106.687332
188.312576
162.266937
208.688416
200.891357
131.696457
166.50058
171.16301
170.972092
132.190155
125.391068
189.886978
59.7915039
224.406784
43.9424286
90.5078201
217.915268
125.388367
212.647705
188.684937
170.249802
154.505005
229.540283
200.295059
114.116188
261.9263
208.967819
226.844879
221.132431
197.130142
164.643234
121.286232
202.792984
166.296829
10.1407232
245.640503
88.3803787
161.576889
18.5240955
151.695511
179.44635
138.863632
9.72985268
248.808365
83.1787033
211.878159
236.355087
110.875137
75.6088333
209.611679
284.686829
203.446106
224.065689
121.404007
188.609619
232.096359
225.042007
168.281311
132.90155
230.025406
205.274811
233.708542
203.330948
80.7174225
160.228241
214.167587
233.802795
217.49913
181.119003
232.536255
139.630875
166.513977
195.96048
231.113037
179.816544
200.755539
212.187424
152.466507
207.06456
236.686539
183.308868
191.807114
232.087219
234.448792
186.238327
208.955261
196.788071
219.596893
190.540909
221.812851
110.221085
197.203583
184.515457
218.963104
189.08815
205.96109
122.376373
234.77301
307.570984
81.5890427
135.311417
95.3407898
150.471527
107.525673
3.52899933
143.553146
202.024582
255.451462
223.422424
156.91835
228.377167
175.715302
285.041382
165.215775
195.772308
116.746849
197.821136
159.699295
182.119888
133.724655
152.375488
156.357803
223.854568
191.419281
218.322968
287.069611
257.008392
191.392273
120.374245
188.426895
190.07489
22.7807541
207.469452
2.04923177
14.8971243
5.43076849
186.34993
149.793045
83.2714233
32.9267235
215.55159
187.395828
173.756561
75.8151245
11.8565359
167.465363
55.2387695
72.1719666
10.3976917
83.997406
151.86734
116.614334
293.316956
242.256287
11.5523338
148.68367
7.88127041
9.47173786
17.7968597
6.63406134
17.8725986
4.45942163
27.2451935
15.5846462
5.71568203
162.330261
173.787079
240.988022
246.290283
198.747055
176.593872
197.223267
222.346863
203.640488
191.539062
238.616684
199.883194
132.859833
169.632858
258.195679
242.497101
192.571564
200.281113
256.440063
132.405029
36.8468666
207.58226
264.448212
145.846329
238.011032
192.079971
235.455444
0.71919477
55.4613647
193.657776
242.973083
230.374664
175.893814
121.82782
245.857269
125.888214
30.6848011
48.6354027
181.622299
40.7919121
93.5396881
195.922684
142.623138
31.97855
102.950302
184.621582
257.881042
4.1599865
244.73259
238.173676
241.66156
147.677643
209.198608
175.149933
115.138741
231.903351
18.5141468
21.2690258
152.421631
197.2202
97.7083664
230.611954
29.0114956
141.613403
22.325182
219.37059
221.680801
99.1904602
205.300552
244.982651
298.412506
146.856155
101.197784
170.202805
12.3707008
214.855286
256.354614
155.166992
190.617218
246.681992
166.113358
172.197998
124.358292
196.874222
33.1040497
150.378586
184.042328
545.666321
190.106323
230.099747
322.439697
302.619232
169.089859
72.7981644
215.541153
103.553749
190.657516
69.1276093
198.591476
135.392609
179.007736
211.02565
61.8600807
237.600449
177.46637
144.894073
164.718506
160.381668
206.257492
233.820099
240.116547
148.200073
180.298508
174.158188
250.500015
184.697433
100.195007
206.251266
188.527512
203.506485
202.10495
179.643478
217.579758
129.465515
238.18129
161.739807
174.047058
229.74646
210.417801
99.5725174
115.320038
215.76265
191.981308
194.553909
31.03125
207.887573
164.832626
105.769478
176.236725
48.652401
252.977264
118.965233
0.977583349
154.49144
150.641068
159.802917
91.5462646
162.494202
232.16954
103.702003
167.144699
232.242538
229.528946
30.0784721
207.575729
186.237915
73.4985123
222.274078
240.906982
199.412415
36.1668739
195.069138
206.086197
200.547043
147.365128
245.690384
212.051025
206.781723
160.614624
190.902664
236.686127
149.400665
98.1488342
127.407372
136.302307
216.7099
265.056274
198.505905
692.613098
117.605034
273.48465
211.647018
285.004303
3.04830909
261.600464
69.7399445
253.31517
171.829315
187.924606
220.276505
177.901993
248.486481
176.862686
2.30297256
202.415894
193.791718
178.747528
128.06955
232.025009
151.71843
108.37204
11.8460569
205.251083
130.593781
221.914764
37.8895378
238.306274
280.378876
167.24707
208.457886
94.0208206
56.2356415
127.620079
171.801758
208.109238
210.390518
231.181625
119.164062
243.120285
12.7966318
224.769058
205.640533
131.143768
188.419785
257.875153
197.85376
253.50032
192.387634
210.080185
203.825211
92.5259552
284.898315
251.617523
212.738678
208.915604
183.648407
28.6704636
223.986496
246.929779
226.267319
215.111511
131.153992
221.139526
109.764824
57.70784
115.869453
37.0761528
188.152725
149.059036
142.59407
18.5788059
89.7315826
228.196503
244.10408
210.641464
123.385315
313.544769
142.567978
98.7900772
242.402054
191.111664
93.8674316
273.353668
187.597626
184.960922
229.691208
199.051987
105.582222
216.388672
234.340912
159.429047
85.4198837
154.734604
226.741821
36.0692902
214.46524
154.889832
115.701012
220.036148
226.462479
115.771027
202.657043
250.822159
230.665115
153.498199
