state	probability	speed_micron_per_s	abs_turn_angle_deg	positive_turn_probability	n_observations
0	0.001	1.385451363709292	0.01545832570735676	0.5	561345
0	0.0019979999999999998	2.6255290089808754	0.04298945620092945	0.5	561345
0	0.002996	3.5381200670975743	0.07188557710028315	0.5	561345
0	0.003994	4.344857337076286	0.09860445247712561	0.5	561345
0	0.004992	4.980523198226259	0.12711484649309898	0.5	561345
0	0.00599	5.5656630254527135	0.15568723282333702	0.5	561345
0	0.006988	6.194878696070282	0.18421791683182437	0.5	561345
0	0.007986	6.76779872106329	0.21386687614042918	0.5	561345
0	0.008983999999999999	7.322766975314631	0.24236471191682493	0.5	561345
0	0.009982000000000001	7.881419768388318	0.2706742885986269	0.5	561345
0	0.01098	8.389882958879012	0.3018136797175169	0.5	561345
0	0.011977999999999999	8.869480522053232	0.33025095052755155	0.5	561345
0	0.012976000000000001	9.364420830038162	0.3605629072471278	0.5	561345
0	0.013974	9.856099567654402	0.3876686966519643	0.5	561345
0	0.014972	10.30747250320428	0.41745066762391553	0.5	561345
0	0.015969999999999998	10.79201761227418	0.4468268810601394	0.5	561345
0	0.016968	11.25075421019549	0.4748030462619476	0.5	561345
0	0.017966	11.738796334609411	0.5023426586687718	0.5	561345
0	0.018964	12.209855195056312	0.5313262333274383	0.5	561345
0	0.019962	12.664388249586215	0.5586620146125003	0.5	561345
0	0.02096	13.10882306327332	0.5871723920146733	0.5	561345
0	0.021958000000000002	13.524343558070198	0.6170533464584314	0.5	561345
0	0.022956	13.996066785520762	0.6459227348957475	0.5	561345
0	0.023954	14.422346046254033	0.6764446498084804	0.5	561345
0	0.024952000000000002	14.858004879282634	0.7070253454913247	0.5	561345
0	0.02595	15.278718059734269	0.7381037187274879	0.5	561345
0	0.026948	15.709919406203882	0.7674981864329053	0.5	561345
0	0.027946	16.15930223533324	0.7974253722349424	0.5	561345
0	0.028944	16.5734530655239	0.8265592148661963	0.5	561345
0	0.029942	16.990892740145167	0.8571019973678556	0.5	561345
0	0.03094	17.448574805680334	0.8849095824885622	0.5	561345
0	0.031938	17.85533448573489	0.9154274928920947	0.5	561345
0	0.032936	18.278695666042086	0.946897834497613	0.5	561345
0	0.033934	18.687912283571098	0.977101221526733	0.5	561345
0	0.034932	19.114364378540095	1.0056439080831532	0.5	561345
0	0.03593	19.50805817329219	1.0353505775554115	0.5	561345
0	0.036928	19.92222808992649	1.0650513440162137	0.5	561345
0	0.037926	20.35857368355742	1.0953077438579586	0.5	561345
0	0.038924	20.784509021174696	1.1247203604042202	0.5	561345
0	0.039922	21.180082371779314	1.1553934183264303	0.5	561345
0	0.04092	21.56992430557529	1.1827419395023255	0.5	561345
0	0.041918	21.96708226994423	1.212012268340031	0.5	561345
0	0.042916	22.34786090518691	1.2417056545768494	0.5	561345
0	0.043914	22.756321835113393	1.2711290244039912	0.5	561345
0	0.044912	23.148041696312372	1.300243185933673	0.5	561345
0	0.04591	23.534858483383665	1.3296975613229298	0.5	561345
0	0.046908	23.940151113764735	1.3583148771748002	0.5	561345
0	0.047906	24.32771244924411	1.38868458400214	0.5	561345
0	0.048904	24.705892014681677	1.4175827571432118	0.5	561345
0	0.049902	25.08073108970921	1.4479082355396098	0.5	561345
0	0.0509	25.438601718818596	1.476590814208884	0.5	561345
0	0.051898	25.84499348054684	1.5063816133575991	0.5	561345
0	0.052896	26.223670137223866	1.5365772203812433	0.5	561345
0	0.053894	26.579589717885604	1.5659910752451256	0.5	561345
0	0.054891999999999996	26.953359703992685	1.5944297821967626	0.5	561345
0	0.05589	27.33765245052131	1.6259665624599167	0.5	561345
0	0.056888	27.71248213648644	1.655470716400735	0.5	561345
0	0.057886	28.081263308021757	1.6854915412173213	0.5	561345
0	0.058884	28.4521875158997	1.7160826524353798	0.5	561345
0	0.059882	28.824951913635804	1.7451567616598342	0.5	561345
0	0.06088	29.19440453158931	1.7746597259151544	0.5	561345
0	0.061878	29.53342957009054	1.8052808960849351	0.5	561345
0	0.062876	29.899028080428025	1.8337330491487198	0.5	561345
0	0.063874	30.26393017788696	1.863940745383082	0.5	561345
0	0.064872	30.623119703387694	1.895678652717938	0.5	561345
0	0.06587	30.981201295318353	1.9257581914300101	0.5	561345
0	0.066868	31.33979091152691	1.9552464279963184	0.5	561345
0	0.067866	31.702129780921002	1.985738110433695	0.5	561345
0	0.068864	32.05394929562589	2.0153979645040385	0.5	561345
0	0.069862	32.38305645468938	2.045133994934682	0.5	561345
0	0.07085999999999999	32.73354153764468	2.0734770356531964	0.5	561345
0	0.071858	33.06094330450671	2.1014713197117394	0.5	561345
0	0.072856	33.413752188510585	2.130529431132773	0.5	561345
0	0.073854	33.74106069536007	2.161701670671225	0.5	561345
0	0.074852	34.10804845451571	2.192173417126231	0.5	561345
0	0.07585	34.428792330577956	2.221148892596823	0.5	561345
0	0.076848	34.74994960300126	2.251872835737445	0.5	561345
0	0.077846	35.057773571997394	2.2802373376089875	0.5	561345
0	0.078844	35.38053525286952	2.310550727689335	0.5	561345
0	0.079842	35.72135791956204	2.3402976482643174	0.5	561345
0	0.08084	36.05454069580032	2.368651156870452	0.5	561345
0	0.081838	36.38166505798637	2.398151480017935	0.5	561345
0	0.08283599999999999	36.74384389955869	2.4258640583063578	0.5	561345
0	0.08383399999999999	37.06292457079572	2.4553902681351714	0.5	561345
0	0.084832	37.38490426127127	2.4848200190225334	0.5	561345
0	0.08583	37.70462126520978	2.5134065050497614	0.5	561345
0	0.086828	38.01745725157676	2.5440778874938235	0.5	561345
0	0.087826	38.384065897340335	2.5731944817913206	0.5	561345
0	0.088824	38.71117099017508	2.6037010964033587	0.5	561345
0	0.089822	39.030971563720136	2.6332049757375278	0.5	561345
0	0.09082	39.372647454461486	2.664269457027069	0.5	561345
0	0.091818	39.71826478895668	2.6948386006264564	0.5	561345
0	0.092816	40.04370267238445	2.7233763941582665	0.5	561345
0	0.093814	40.371062996759235	2.753292290419407	0.5	561345
0	0.094812	40.70774214595867	2.7825947843473666	0.5	561345
0	0.09580999999999999	41.033685861121775	2.812729141890527	0.5	561345
0	0.096808	41.3599046722671	2.8424141467927044	0.5	561345
0	0.097806	41.663063012419684	2.871680509806109	0.5	561345
0	0.098804	41.984998577267795	2.9018295377309804	0.5	561345
0	0.099802	42.31184030752202	2.9308261568662255	0.5	561345
0	0.1008	42.65998938326321	2.95995981041323	0.5	561345
0	0.101798	42.985411414807224	2.9895319996913607	0.5	561345
0	0.102796	43.30027247798665	3.018380252135882	0.5	561345
0	0.103794	43.61428908111294	3.0494764809987385	0.5	561345
0	0.104792	43.91132197102674	3.078467151097257	0.5	561345
0	0.10579	44.201240448330054	3.109120642980967	0.5	561345
0	0.106788	44.50785350331006	3.1370436546694553	0.5	561345
0	0.10778599999999999	44.82604890726804	3.168325006342992	0.5	561345
0	0.10878399999999999	45.12414076785968	3.199360370847261	0.5	561345
0	0.109782	45.40437532016565	3.229159576754407	0.5	561345
0	0.11078	45.70964064696954	3.2585812974895574	0.5	561345
0	0.111778	46.01582196666412	3.2871859005493067	0.5	561345
0	0.112776	46.32565043050182	3.3170785767700055	0.5	561345
0	0.113774	46.61733052114081	3.347435591570975	0.5	561345
0	0.114772	46.914400662980206	3.3765591656233025	0.5	561345
0	0.11577	47.20909849402579	3.405714214562009	0.5	561345
0	0.116768	47.53151288049164	3.4344579853076627	0.5	561345
0	0.117766	47.841037726919744	3.4647607044451214	0.5	561345
0	0.118764	48.17672345436923	3.4961102059183222	0.5	561345
0	0.119762	48.47062239230092	3.5246749040195477	0.5	561345
0	0.12075999999999999	48.79010614564392	3.552797438510012	0.5	561345
0	0.12175799999999999	49.081060288392464	3.5842439434856153	0.5	561345
