from_state	to_state_0	to_state_1	to_state_2	to_state_3	to_state_4	to_state_5	to_state_6
0	0.25516511129023384	0.022001180590925058	0.1490352967674565	0.47730553149902644	3.712197770384024e-257	0.04578746560236746	0.050705414249990796
1	0.0017613359195935352	0.45876170828880897	5.19473323431445e-201	0.02503898169518323	0.0	0.5144379740964143	1.3431504706012623e-48
2	0.0010225805806732195	1.7897076240966315e-165	0.6639738743006878	0.12531379616361704	0.0	2.4746824478235952e-143	0.20968974895502202
3	0.6635148103235103	0.003800717662740489	0.004238669950171355	0.19503729954914378	0.11226156596762699	0.007316049736947793	0.013830886809859385
4	0.1477117996659434	0.00039633909690784053	0.00037018509474132105	0.01769685849573325	0.8329247179169026	0.000682405580439884	0.00021769414933179023
5	0.008718896681309733	0.12810072777955533	0.15414808121463913	0.04269837567107432	8.939392512936701e-218	0.0407541681057605	0.6255797505476609
6	0.0023733880241980196	0.38801665337865926	2.133506315179171e-140	0.021681887138570936	0.0	0.5837409167093963	0.004187154749175477
