from_state	to_state_0	to_state_1	to_state_2	to_state_3	to_state_4	to_state_5	to_state_6
0	0.20992328493479423	0.011713190414688844	0.06337191020862236	0.040965484970360636	0.6381021458271651	0.018570094693449578	0.017353888950919338
1	0.06352625251674149	0.8990343749664147	0.0	6.808696977666303e-48	0.0027475056409789144	0.03469186687586488	0.0
2	2.2201686491586818e-82	0.0	0.8932819020774643	8.842023722697364e-153	0.020104395591209162	0.0	0.08661370233132647
3	0.13847352678523364	0.007844479523187946	1.5933058339122053e-95	0.7751683072035707	6.163794913201256e-06	0.07850752269309443	1.4166820946157984e-302
4	0.33697811332805716	0.09273173617386393	2.6449794899542117e-15	0.20911404839697031	0.2721486776460846	0.08902742445502144	4.6702192534806616e-226
5	0.05962823886969016	0.043073618391617996	0.0	0.034083697103812774	0.008087553565828028	0.855126892069051	0.0
6	8.013624554668212e-240	0.0	0.11158588834342589	0.0	0.009254072344731383	0.0	0.8791600393118428
