x,y,radius
319.6362786,76.8533488,0.5
18.33956256,77.27921482,0.5
281.2405965,77.52302078,0.5
338.6379981,77.20842845,0.5
23.8509909,77.66419112,0.5
71.26785145,77.72138237,0.5
311.1115821,77.82731683,0.5
387.197056,77.5508764,0.5
56.39757337,78.28078806,0.5
61.91067231,77.98218802,0.5
141.8241047,77.96240261,0.5
146.3857526,77.94138699,0.5
206.5402939,78.20055144,0.5
257.6623487,77.9901712,0.5
344.1305132,78.30742557,0.5
29.80930032,78.49497276,0.5
97.26673524,78.66207764,0.5
160.8349314,78.52526317,0.5
278.1707847,78.58564214,0.5
36.19048794,78.98456654,0.5
64.20539205,78.84433273,0.5
199.0702344,79.33596502,0.5
380.4796382,79.1427878,0.5
32.755322,79.61340787,0.5
187.5312273,79.62896061,0.5
105.6387404,79.90298885,0.5
299.544161,79.83317438,0.5
6.996400547,80.47026891,0.5
93.50740877,80.27637453,0.5
119.8230706,80.48816924,0.5
208.3108196,80.17772788,0.5
228.4589651,80.37522085,0.5
248.6182288,80.86644664,0.5
311.4259859,80.82829114,0.5
372.5913238,80.55867968,0.5
290.8042692,81.05118163,0.5
335.7920079,80.97755574,0.5
65.95574331,81.44432656,0.5
236.0098026,81.37839763,0.5
307.4193174,81.43190952,0.5
125.2103206,81.9755949,0.5
52.69542552,82.05681461,0.5
85.35589467,82.10572031,0.5
133.8221423,82.16146114,0.5
41.24969634,82.49755364,0.5
227.4512779,83.09285095,0.5
368.3677134,82.92124146,0.5
108.4297952,83.20187779,0.5
387.1531256,83.33380444,0.5
147.216232,83.73952321,0.5
292.0236489,83.55772822,0.5
57.25668476,84.2556171,0.5
73.34948485,84.06974779,0.5
305.6982325,83.96854741,0.5
151.7401517,84.22055681,0.5
203.0218472,84.51295283,0.5
255.4773324,84.68071711,0.5
61.19608103,84.8378731,0.5
87.43944011,84.63985352,0.5
285.4627046,84.80075216,0.5
0.3159037614,85.17313897,0.5
3.743438819,85.16076478,0.5
145.2725808,85.2509841,0.5
205.2308965,85.05529076,0.5
44.22155185,85.75394055,0.5
113.2250131,85.44645709,0.5
149.921666,85.36493991,0.5
164.2641205,85.67687445,0.5
271.013495,85.48083774,0.5
121.7251965,85.78873381,0.5
318.9837247,85.77685354,0.5
91.90384502,86.33555053,0.5
227.5773724,86.24177782,0.5
237.4836576,86.34498848,0.5
382.8302442,86.20886484,0.5
157.8915475,86.70967751,0.5
336.301379,86.66225406,0.5
397.7631487,86.52707244,0.5
287.7669092,86.94337131,0.5
